id,brand,model,year,source_country,mileage_min,mileage_max,source_marketplace,target_country,target_marketplace,target_search_url,pricing_strategy,last_computed_target_export_price_eur,last_computed_target_export_price_at,notes,source_search_url
MS_TOYOTA_CHR_2023_,TOYOTA,CHR,2023,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/c-hr+hybride-elektrisch-benzine/11718+13838/#mileageTo:50001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_COROLLA_2022_,TOYOTA,COROLLA,2022,,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/corolla/1230/#mileageTo:30001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_COROLLA_2023_,TOYOTA,COROLLA,2023,,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/corolla/1230/#mileageTo:30001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_COROLLACROSS_2022_,TOYOTA,COROLLA CROSS,2022,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/corolla-cross/13884/#mileageTo:50001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_COROLLATS_2021_,TOYOTA,Corolla-Ts,2021,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/corolla-ts/13885/#mileageTo:50001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_COROLLATS_2022_,TOYOTA,Corolla-Ts,2022,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/corolla-ts/13885/#mileageTo:50001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_PRIUS_2017_,TOYOTA,PRIUS,2017,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/prius+hybride-elektrisch-benzine/1247+13838/#f:10882%7CconstructionYearFrom:2017%7CconstructionYearTo:2017%7CmileageTo:50001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_PRIUS_2018_,TOYOTA,PRIUS,2018,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/prius+hybride-elektrisch-benzine/1247+13838/#f:10882%7CmileageTo:50001%7CconstructionYearFrom:2018%7CconstructionYearTo:2018%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_PRIUS_2019_,TOYOTA,PRIUS,2019,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/prius+hybride-elektrisch-benzine/1247+13838/#f:10882%7CmileageTo:50001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_PRIUS_2020_,TOYOTA,PRIUS,2020,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/prius+hybride-elektrisch-benzine/1247+13838/#f:10882%7CmileageTo:50001%7CconstructionYearFrom:2020%7CconstructionYearTo:2020%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_PRIUS_2021_,TOYOTA,PRIUS,2021,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/prius+hybride-elektrisch-benzine/1247+13838/#f:10882%7CmileageTo:50001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_PRIUS_2022_,TOYOTA,PRIUS,2022,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/prius+hybride-elektrisch-benzine/1247+13838/#f:10882%7CmileageTo:50001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_PRIUS_2023_,TOYOTA,PRIUS,2023,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/prius+hybride-elektrisch-benzine/1247+13838/#f:10882%7CmileageTo:50001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_RAV4_2017_,TOYOTA,RAV 4,2017,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/rav4+hybride-elektrisch-benzine/1237+13838/#f:10882%7CconstructionYearFrom:2017%7CconstructionYearTo:2017%7CmileageTo:50001%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_RAV4_2018_,TOYOTA,RAV 4,2018,,0,50000,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/rav4+hybride-elektrisch-benzine/1237+13838/#f:10882%7CmileageTo:50000%7CconstructionYearFrom:2018%7CconstructionYearTo:2018%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_RAV4_2021_,TOYOTA,RAV 4,2021,,0,50000,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/rav4+hybride-elektrisch-benzine/1237+13838/#f:10882%7CmileageTo:50000%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_RAV4_2022_,TOYOTA,RAV 4,2022,,0,50000,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/rav4+hybride-elektrisch-benzine/1237+13838/#f:10882%7CmileageTo:50000%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_RAV4_2023_,TOYOTA,RAV 4,2023,,0,50000,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/rav4+hybride-elektrisch-benzine/1237+13838/#f:10882%7CmileageTo:50000%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_RAV4_2020_,TOYOTA,RAV4,2020,,0,50000,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/rav4+hybride-elektrisch-benzine/1237+13838/#f:10882%7CmileageTo:50000%7CconstructionYearFrom:2020%7CconstructionYearTo:2020%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_YARIS_2019_,TOYOTA,YARIS,2019,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris+hybride-elektrisch-benzine/1232+13838/#q:gr%7CmileageTo:50001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsearchInTitleAndDescription:true
MS_TOYOTA_YARIS_2022_,TOYOTA,YARIS,2022,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris+hybride-elektrisch-benzine/1232+13838/#q:gr%7CmileageTo:50001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsearchInTitleAndDescription:true
MS_TOYOTA_YARIS_2023_,TOYOTA,YARIS,2023,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris+hybride-elektrisch-benzine/1232+13838/#mileageTo:50001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023
MS_TOYOTA_YARISCROSS_2021_,TOYOTA,YARIS CROSS,2021,,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris-cross/13882/#mileageTo:30001%7CconstructionYearFrom:2021%7CconstructionYearTo:2021%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_YARISCROSS_2022_,TOYOTA,YARIS CROSS,2022,,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris-cross/13882/#mileageTo:30001%7CconstructionYearFrom:2022%7CconstructionYearTo:2022%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_YARISCROSS_2023_,TOYOTA,YARIS CROSS,2023,,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris-cross/13882/#mileageTo:30001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
MS_TOYOTA_YARIS_2019_,TOYOTA,Yaris,2019,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris+hybride-elektrisch-benzine/1232+13838/#q:gr%7CmileageTo:50001%7CconstructionYearFrom:2019%7CconstructionYearTo:2019%7CsearchInTitleAndDescription:true
MS_TOYOTA_YARIS_2023_,TOYOTA,Yaris,2023,,0,50001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris+hybride-elektrisch-benzine/1232+13838/#q:gr%7CmileageTo:50001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023
MS_TOYOTA_YARISCROSS_2023_,TOYOTA,Yaris-Cross,2023,,0,30001,marktplaats,,,,,,,,https://www.marktplaats.nl/l/auto-s/toyota/f/yaris-cross/13882/#q:gr%7CmileageTo:30001%7CconstructionYearFrom:2023%7CconstructionYearTo:2023%7CsortBy:PRICE%7CsortOrder:INCREASING
